100,0.000265,0.000194,0.000170,.00020966666666666666
200,0.000569,0.000574,0.000554,.00056566666666666666
300,0.001984,0.001191,0.001195,.00145666666666666666
400,0.002124,0.002514,0.002214,.00228400000000000000
500,0.003284,0.003259,0.003307,.00328333333333333333
600,0.004694,0.004714,0.004669,.00469233333333333333
700,0.006597,0.006375,0.006448,.00647333333333333333
800,0.008582,0.008383,0.008495,.00848666666666666666
900,0.010976,0.010482,0.010567,.01067500000000000000
1000,0.013450,0.013026,0.013482,.01331933333333333333
2000,0.051969,0.051099,0.052088,.05171866666666666666
4000,0.205245,0.207832,0.204884,.20598700000000000000
8000,0.831695,0.817471,0.826991,.82538566666666666666
16000,3.265011,3.267513,3.292075,3.27486633333333333333
20000,5.097794,5.100409,5.088975,5.09572600000000000000
