100,0.000130,0.000130,0.000139,.00013300000000000000
200,0.000593,0.000701,0.000506,.00060000000000000000
300,0.001186,0.001282,0.001314,.00126066666666666666
400,0.002803,0.002730,0.002709,.00274733333333333333
500,0.004263,0.004312,0.004322,.00429900000000000000
600,0.006093,0.006153,0.006198,.00614800000000000000
700,0.008325,0.008568,0.008582,.00849166666666666666
800,0.014584,0.011151,0.010815,.01218333333333333333
900,0.012187,0.012304,0.012252,.01224766666666666666
1000,0.014044,0.012892,0.013205,.01338033333333333333
2000,0.050351,0.050747,0.050815,.05063766666666666666
4000,0.199943,0.202038,0.200631,.20087066666666666666
8000,0.793311,0.805648,0.826831,.80859666666666666666
16000,3.085675,3.092206,3.120828,3.09956966666666666666
20000,4.855053,4.835407,4.937637,4.87603233333333333333
