100,0.000202,0.000191,0.000186,.00019300000000000000
200,0.000451,0.000452,0.000442,.00044833333333333333
300,0.000932,0.001713,0.000875,.00117333333333333333
400,0.001731,0.001500,0.001493,.00157466666666666666
500,0.002854,0.002346,0.002346,.00251533333333333333
600,0.003288,0.004540,0.003306,.00371133333333333333
700,0.004454,0.004922,0.004689,.00468833333333333333
800,0.006065,0.005682,0.006197,.00598133333333333333
900,0.007876,0.008440,0.007973,.00809633333333333333
1000,0.010098,0.009731,0.009924,.00991766666666666666
2000,0.035094,0.034900,0.034977,.03499033333333333333
4000,0.143141,0.140182,0.139259,.14086066666666666666
8000,0.559374,0.559462,0.559189,.55934166666666666666
16000,2.243497,2.228165,2.628048,2.36657000000000000000
20000,3.729579,3.610188,4.320247,3.88667133333333333333
