100,0.000500,0.000427,0.000404,.00044366666666666666
200,0.001192,0.001191,0.001199,.00119400000000000000
300,0.002532,0.002256,0.002111,.00229966666666666666
400,0.003644,0.003639,0.003605,.00362933333333333333
500,0.005821,0.005937,0.004494,.00541733333333333333
600,0.006457,0.006601,0.006754,.00660400000000000000
700,0.009530,0.009649,0.009582,.00958700000000000000
800,0.012862,0.012878,0.012613,.01278433333333333333
900,0.015070,0.018393,0.016997,.01682000000000000000
1000,0.018769,0.017982,0.017707,.01815266666666666666
2000,0.071983,0.074883,0.071092,.07265266666666666666
4000,0.301320,0.278265,0.300890,.29349166666666666666
8000,1.228086,1.112919,1.112727,1.15124400000000000000
16000,4.446185,4.557377,4.449863,4.48447500000000000000
20000,6.991637,6.947193,6.950087,6.96297233333333333333
